text,category
Apple is quarter of the music industry and 70% of all digital sales #touchingstories #tbwasxsw #sxsw,Positive emotion
"Come by Aquent Booth 1413 at #SXSW to learn about internetonlinewebsite.com, meet us &amp; enter to win an iPad 2!",Positive emotion
Funniest question at Google's Marissa Mayer's talk at #sxsw &quot;Hi Marissa...um...are you guys hiring?&quot;,Neutral emotion
@mention Question of the day: Is &quot;Google Circles&quot; the newest social network on the horizon? #SXSW,Neutral emotion
"#sxsw etiquette: don't talk, and turn off your keyboard clicking iPad owners.",Neutral emotion
Ipad 2 acquired thanks to @mention perserverance. 1 vote for husband of the year. Check #sxsw,Positive emotion
Playing &quot;People Are People&quot; at the Google #SXSW party!!! Depeche Mode FTW!!!,Positive emotion
#SxSW - &quot;Pre and Post iPad - The Death of Flash&quot; - {link},Neutral emotion
"#Google &quot;product gatekeeper&quot; Marissa Mayer on the location-based &quot;fast, fun &amp; future&quot; {link} (HT @mention #SXSW @mention #lbs",Neutral emotion
Apple...&quot;the classiest fascist company in America&quot; Kara Swisher #sxsw,Negative emotion
Now on for 'designing ipad interfaces - new navigation schemes' #sxsw,Neutral emotion
David Carr (NYT) is in Austin giving a drunken interview on CNN. He wants an app to transport him around NYC while he sits on his iPad #sxsw,Neutral emotion
"Get it for #sxsw , folks. It's #prettycool #chevysxsw RT @mention Update for iPhone Retrollect users is available. Now with more awesome!",Positive emotion
Protip for #sxsw : Kill your iPhone/iPad tasks to save battery,Neutral emotion
Follow our #SXSW coverage at {link} on mobile at {link} or with our iPhone app http://bit.ly/guardianapp,Neutral emotion
"To all our #SXSW friends, don't forget to download the #SXSWGO iPhone/iPad app. {link}",Neutral emotion
Thanks for all the info on the Apple Store closing time! Heading there after finishing this Iron Works BBQ! #sxsw #sxtxstate,Neutral emotion
Questioner at #sxsw just said &quot;Thanks and I'm a big fan&quot; to Google's @mention which caused her to giggle and audience to laugh.,Positive emotion
"#SXSW gear bag: iPad 2, iPhone, Mophie. Traveling light this year! {link}",Neutral emotion
I've never been surrounded by so many #iPhone users! I keep think it's my phone that's ringing! #sxsw,Positive emotion
[SoftLayer Blog] SoftLayer #SxSW Server Challenge - Video - {link} äÁ Have you tried it yet? An iPad 2 could be yours!,Positive emotion
"Is twitter broken? Or is it my iPad. Can't follow the SXSW hash right now. Wow, that might be my nerdiest tweet yet. #tmsxsw #SXSW.",Negative emotion
Our sister co. @mention new #iPad app reviewed @mention {link} Are curated playlists the future of #music pubs? #sxsw,Neutral emotion
#spiltbeer consequences of drunk techies #sxsw let's see what android has to offer compared to this.,Positive emotion
Watch your ears! RT @mention I'll be at the Austin Convention Center today w/ my @mention fam... showing my new iPhone game. #SXSW,Positive emotion
"Okay, fair enough lining up for new tech, but not at the cost of #sxsw... It is so much better than a new iPad... {link}",Negative emotion
New on our FB page: Summary of Google VP Marissa Mayer's talk on Location {link} #MarissaGoogle #sxsw,Neutral emotion
Soundtrckr featured by @mention @mention as a Must-have for #SXSW {link},Neutral emotion
We set our flatulence to wake ourselves up. You might need a bit more help. #wakeuplaughing {link} #epictweets #sxsw,Neutral emotion
IceBreaker for iPhone presenting at #sxsw #leanstartup: {link} - unfortunate domain name,Neutral emotion
"I'll never forget this March 2011 weekend: Japan earthquake, iPad 2 and my first South by Southwest #SxSW. Memolane that y'all!",Positive emotion
Hipster or hobo? Only way to tell is the iPhone. #sxsw,Positive emotion
It's clear I will never be cool at #SXSW because I am without an iPad. And I'm generally not cool. Doubly handicapped,Positive emotion
"Headed for iPad Design Headaches (2 Tablets, Call in the Morning) #SXSW {link}",Negative emotion
Design for iPad is like a design 101 class. Will someone give a talk and assume that we didn't all ditch our previous experience #sxsw,Negative emotion
"My Twitter is full of people who are at #sxsw, buying the iPad 2, or doing both. At least my pity party is keeping me busy, I suppose...",Neutral emotion
"&quot;Your Mom Has an iPad: Designing for Boomers&quot; is full house. Where is #RebelTV spirit?
{link} #SXSW",Neutral emotion
"The winner of best in show for #sxsw the wilderness downtown, arcade fire, google, Sony, radical media, milk and koblin",Neutral emotion
Co Founder of Google Teacher Academy is bringing HS students from Austin to show how they use tech: {link} #SxSW #education,Neutral emotion
Co Founder of Google Teacher Academy is bringing HS students from Austin to show how they use tech: {link} #SxSW #eeducation,Neutral emotion
One of our producers is going to #SXSW. What (hopefully free) iPhone apps should she DL?,Neutral emotion
#sxsw #csr reporting: Janecek: Microsoft gives $ to charity. Apple gives nothing. Everyone in room has iPhone. What drives that decision?,Negative emotion
"iPad 2 for sale (cc #SXSW #SXSWi #TheInternet)

{link}",Neutral emotion
Thanks for the free drinks Google!  #sxsw (@mention Speakeasy w/ 47 others) {link},Positive emotion
Days later there's still a line out the door at the #SXSW apple store for the iPad2.  {link},Positive emotion
I can hear those ipad 2 nutters ipading away even now. Such is life in the techno hipster Mecca. #SXSW,Negative emotion
Seated for Turkey Bowl; Armadillo &amp; Kill List Sxxpress passes acquired; now if I could only buy an iPad. #SXSW,Positive emotion
wow! major win for you! ÛÏ@mention traded the Xoom I won at the JS party for the iPad 2 @mention won #sxsw #winwin #winning #tigerbloodÛ,Positive emotion
"&quot;O frabjous day ! Callooh ! Callay !Û_[Baaah!?]&quot;ÛÓLewis
 Carroll ÷È crowd swarms for iPad 2 launch {link} via @mention #SXSW",Positive emotion
Free 22 track #sxsw sampler album on iTunes. #music #discovery {link},Neutral emotion
Free 23-track #SXSW sampler on iTunes: {link},Neutral emotion
Fantasy Bracket Challenge &amp; iPad 2 GiveAway {link} via #constantcontact #SXSW #MarchMadness #SelectionSunday,Neutral emotion
"Preview tracks of showcasing artists/musicians at #SXSW, downloadable as torrents {link}",Neutral emotion
21 free tracks on iTunes from #SXSW featured artists: {link} (via @mention,Neutral emotion
"Apps distract pubs, sez Khoi Vinh. Instead of focusing on reader exp, they're delivering same content 3 ways. #SXSW  {link}",Negative emotion
"SXSW Interactive: GoogleÛªs Mobile Future, &amp; Elusive Û÷Power of HereÛª - @mention @mention - #sxsw #google #mobile - {link}",Positive emotion
"Congrats Radical Media, Google, Arcade Fire for #sxsw best in show: Wilderness Downtown!",Positive emotion
@mention Rainey Street is a nice alternative to 6th street #sxsw parties. Walking directions from convention center {link},Neutral emotion
Line is wrapping around the block for an iPad 2 again for a second day at #sxsw! {link},Neutral emotion
How frustrating is it that Zeldman autocorrects to Zelda on the iPhone? #jzsxsw #sxsw,Negative emotion
"Despite drawing giant crowd, Google-Bing Q&amp;A discussion is very inside baseball. #sxsw",Neutral emotion
Line is crazy long at #sxsw Apple store for #iPad2,Neutral emotion
"Google Circles - is this real or fake, contradicting blog post and statements from Chris Messina at #SXSW {link} via @mention",Neutral emotion
Google Circles - looking forward to this. sadly no launch at #SXSW,Neutral emotion
Google Circles : won't be launched at #SXSW. Google even denies working on such a project : {link} #Facebook,Neutral emotion
Google Circles at #sxsw whoooooo {link},Positive emotion
Google Circles coming soon- new social network will have photo/video/status updates and more #SXSWi #SXSW {link},Neutral emotion
Google Circles could potentially be unveiled today at #SXSW. Could Google get 'social' right this time? Your opinion? {link},Neutral emotion
Google Circles is (not) a real thing and will (not) be launched today at #sxsw {link},Negative emotion
Google Circles launching today at #SXSW? New #Facebook killer???? {link},Neutral emotion
"Google Circles might launch today at #sxsw, a new social network: {link}",Neutral emotion
Google Circles NOT being launched @mention #SXSW Interactive today {link} #bummer,Neutral emotion
Google Circles Not Launched at #SXSW {link},Neutral emotion
Google Circles preview {link} #sxsw,Neutral emotion
Google Circles social network? {link} #SXSW,Neutral emotion
Google Circles will be ______    #sxsw,Neutral emotion
Google Circles will be 'Boolean' (?) #sxsw @mention,Neutral emotion
Google Circles will be [a true competitor in the social realm?] [cc: @mention #sxsw,Neutral emotion
Google Circles will not launch at #SXSW - {link},Neutral emotion
"Google Circles, #Google's major #SocialNetwork will premier at #SXSW today. #Tech #Geek #SocialMedia #GoogleCircles",Neutral emotion
"Google Circles, a new social network? No #SXSW.  {link}",Neutral emotion
"Google Circles, google's social network, rumored to be launching today at #sxsw",Neutral emotion
"Google Circles, if as described another good move as a product but too late?{link} #sxsw (via @mention",Positive emotion
"Google Circles, what is it and will it ever arrive? {link} #google #circles #social #search #sxsw",Neutral emotion
Google Circles?  #sxsw #orly?,Positive emotion
Google Circles.  Big rumor from what I can tell.  {link} #sxsw #wellplayed,Neutral emotion
Google Circles. A new social networking platform. {link} So this is the new Facebook? #SXSW,Neutral emotion
Google Circles.. 10x for sharing ÛÏ@mention RT @mention Google to Launch Major New Social Network {link} #sxswÛ,Neutral emotion
Google Circles... is it happening? So lost.  #SXSW,Neutral emotion
"Google Circles' Looms, But do Google's Nerds 'Get' Social? {link} #socialmedia #sxsw",Neutral emotion
"Google Circles' Looms, But do Google's Nerds 'Get' Social? #SxSW | @mention {link}",Neutral emotion
"Google Circles' Looms, But Do Google's Nerds 'Get' Social? #SxSW | @mention {link}",Neutral emotion
"Google Circles' Looms, But do Google's Nerds 'Get' Social? #SxSW | @mention {link} via @mention",Neutral emotion
"Google Circles' Looms, But Do Google's Nerds 'Get' Social? #SxSW | @mention {link} via @mention",Neutral emotion
"Dear Lanyrd -- you're site is awesome to use for #sxsw, but i wish you had an iphone app!",Positive emotion
Credit Card companies know 2 years before you do that you're likely to get a divorce @mention (Google) #sxsw #urbanmyth,Neutral emotion
No biz cards! Bump on iphone or google me RT @mention #SXSW is when I basically become automatic business card dispenser for a week,Neutral emotion
apple store #sxsw line is moving at the front. these fruit basket imacs better be worth it!,Positive emotion
#Foursquare + #Gowalla updating to V3.0; just in time for #SXSW.  Gowalla def stepped it up w/ their new #Android UI.,Positive emotion
Buttons are a hack around direct interaction. Use the medium. #tapworthy #iPad #sxsw,Neutral emotion
"If you were able to afford to attend #sxsw or buy an iPad today, consider saving a few $$$ for Japan earthquake relief. Just sayin.",Neutral emotion
"If you were able to afford to attend #sxsw or buy an iPad today, consider saving a few $$$ for Japan earthquake relief. Just sayin. #fb",Neutral emotion
&quot;We're about to pass you up Opera.&quot; -@mention (Google) to @mention (Opera Dev Rel.) #sxsw #zing,Neutral emotion
#foursquare and @mention now sees #google as their competition not just location-based or game apps. #SXSW #checkins,Neutral emotion
Anyone here at #SXSW know where the &quot;PopUp&quot; Apple Store will be in Downtown Austin? :) #Apple #ipad2 #purchase :),Neutral emotion
"if you were at the #pepsicostage yesterday, please check your bag. You may have my iPad. The lock screen will tell you it's mine. #sxsw",Neutral emotion
Groups were challenged with coming up with an iPhone app to solve their parenting/start-up issues #sxsw,Neutral emotion
"Apple store coming 2 Austin for SXSW.   RT: &quot;@mention Before It Even Begins, Apple Wins #SXSW {link} on @mention",Positive emotion
Apple store craziness at #sxsw - 360 view: {link} {link},Neutral emotion
Popup store de gadgets da Apple no #SXSW {link},Neutral emotion
@mention re do not track. What are yr thoughts on Google's incognito browsing? #sxsw #payingwithdata,Neutral emotion
&quot;Where does search stop and discovery stop? It's a revolution&quot; by Google #DiscoveryTalk #SXSW,Neutral emotion
Apple store downtown Austin open til Midnight. #sxsw,Neutral emotion
ÛÏFoursquare for bands&quot; just in time for #SXSW {link},Positive emotion
Apple Store gets another mention: {link} - RT @mention #SxSW - Downtown Austin Apple Store: Congress &amp; West 6th Street...,Neutral emotion
Temperature going up :) RT @mention @mention  @mention &amp;  @mention having fun at #google [pic] #SXSW {link},Positive emotion
Apple store had wifi 64 gig ipad 2's only. #sxsw,Neutral emotion
Apple Store has had a line down the block all week long at #sxsw amazing,Positive emotion
Making sure I packed everything I need for #sxsw. iPhone. iPad. Chargers. Business cards. Pants. Missing anything?,Neutral emotion
"#papasangre I would be so grateful if you made an audio game for Android, please. #sxsw",Neutral emotion
"I dont care if people use android or iphones, but when see a browsering in #IE and takeing notes in word then I need to comment :-| #SXSW",Neutral emotion
Apple Store is buzzing: {link} - RT @mention Speaking of #sxsw: how about that #apple store on 6th and congress? Would...,Positive emotion
&quot;There is no other explanation for Apple's continued survival than the existence of God&quot; #GuyKawasaki #sxsw,Negative emotion
apple store line at #sxsw {link},Neutral emotion
"Apple store peeps come running, high-fiving all in line. Open any sec? Enuf for all us chumps? #SXSW #ipad2 {link}",Positive emotion
iPad 2s are popping up everywhere here at #SXSW. Are there a glut of iPads on sale on Craigslist now?,Neutral emotion
#papasangre producers new audio experience iPhone awesomeness #nightjar looks (or rather sounds) amazing. #sxsw,Positive emotion
Yes we were RT @mention Apple store downtown Austin open til Midnight. #sxsw,Neutral emotion
"W/ the core week of data still to come, @mention searches for #SXSW are up +23% vs. '10. (Source: Trends) #measure   {link}",Neutral emotion
Can I share what a great time I has tonight at the @mention privacy it's 1986 party.   Great job Brian R.  #sxsw,Neutral emotion
"Papa Sangre, an immersive audio game for IPhone, is free today. Highly recommended. #PapaSangre #SxSW",Positive emotion
"@mention re:new features of google maps,ex:ability to see inside amazing museums and be able to zoom to the brushstroke #SXSW #LoveHer",Positive emotion
"I was there. It was nuts. RT @mention iPad 2 in hand, awesome dude gave me cutsies on a 3 hour line. #austin #apple #sxsw #winning",Positive emotion
Whoa! There's a dude in front of me using Google Wave! #sxsw #xplat,Positive emotion
&quot;There's a reason why Google isn't in social -- they are too technical.&quot; #sxsw #comments,Negative emotion
Epic. There's just one guy waiting in line for the iPad 2 in Austin at SXSW. {link} #sxsw #ipad #ipad2,Neutral emotion
"aight, here's my wed + thurs list of #sxsw possibilities: {link} i hope to see all my twitter buds out + about atx this week!",Neutral emotion
"Enough already .... ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ",Negative emotion
people already lining up on the #sxsw #apple store at 6th and Congress. Festival promises to be much more attracting than that!,Positive emotion
#sxflip breaking(?) iPhone version of Flipboard is ther next product #sxsw yay!,Positive emotion
@mention really disappointed with the iPad app - lots of error messages have to switch to tweet deck for the rest of #sxsw,Negative emotion
@mention Reason 19: Keep Parakeets employed! {link} Keep track of where the ladies are at #SXSW {link},Neutral emotion
"For some reason Cisco networking gear at #SXSW doesn't like working with iPhones, known issue so why use Cisco for mostly iPhone crowed?",Neutral emotion
"Another great panel at 5 pm at the Hilton - Austin's own @mention Nik Daftary:  Left Brain Search = Google, Right Brain Search = X #sxsw",Neutral emotion
Another great review of Super Kaiju Hero Force: &quot;The jokes are a little childish but who am I to judge since I'm 13.&quot; LOL! #iphone #sxsw,Neutral emotion
Another great spreadsheet of all the #SXSW parties - {link},Neutral emotion
Pick Up Great Unlockable Deals by Checking Into Places on Google Latitude [Apps] {link} #GoogleBlog #SXSW #VIP,Positive emotion
Just met Rebecca Moore fr google @mention - amazing #womenintech come see her room6ab Austin conf ctr #sxswi #sxsw,Neutral emotion
#sxsw=appreciation for Twitter. My account has never seen such action (from me). iPhone battery now dead. Found an outlet. #backinbusiness,Neutral emotion
@mention recounts the batshit insanity doubling as &quot;creativity&quot; that ensures they &quot;don't suck&quot;. Google 'michaels room groupon' #sxsw,Neutral emotion
"just ordered my ipad 2 and am excited to be at #SXSW, but it all seems silly with what's happening in japan right now.",Positive emotion
Score a free imo tshirt outside the SXSW Apple store today at 2:15 PM &amp; check out imo's app for the iPad 2  {link}  #sxsw #ipad2,Neutral emotion
Score a free imo tshirt outside the SXSW Apple store today at 2:15 PM &amp; check out imo's app for the iPad 2  {link} #sxsw #ipad2,Positive emotion
Lots o' free music from #SXSW bands: {link} and {link},Neutral emotion
Google street car at #SXSW.   @mention Brush Square Park {link},Neutral emotion
Google Street View car on 6th and Brazos. Timing is everything.  #SXSW,Neutral emotion
Farmers prefer Balckberries over iPhones and Andriod devices. More durable? Anti-Apple feelings?  #mobilefarm #sxsw,Negative emotion
#iPad therefore I am.  What is the line like at the #Apple Store near #SXSW in Austin?  send pics!,Positive emotion
#Google Preparing To Launch #SocialMedia ÛÏCirclesÛ at #sxsw ÛÓ Or Maybe Not {link} via @mention,Neutral emotion
@mention reporting the #SXSW Apple Store for TWIT. #Sonoma  {link},Neutral emotion
Horrible repressed memories of the Apple spinning beach ball coming back at the #progressbar talk. #sxsw,Negative emotion
Google fires a shot at Foursquare with check-in rewards and titles {link} #Android #EastSidePies #GoogleMaps #SXSW #ToyJoyBuy,Neutral emotion
Google fires a shot at Foursquare with check-in rewards and titles {link} #sxsw,Neutral emotion
Awesome presentation on digital magazines {link} #touchingstories #SXSW #gsdm,Neutral emotion
@mention Respectfully disagree about the iphone. Battery life is a problem and it isn't as ubiquitous as it seems. #project314 #sxsw,Negative emotion
"Very Interesting --&gt;&gt; RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Neutral emotion
"Most interesting question at #SXSW so far, at Google talk: &quot;What happens to us if we lose this ability to discover and need to discover?&quot;",Neutral emotion
Very interesting. RT @mention Apple to Open Pop-Up Shop at SXSW {link} #sxsw #sxswi #popupshop #apple,Positive emotion
"adaptive retail -- apple to open pop-up shop at #sxsw. skillfully done, cupertino: {link}",Positive emotion
"while charging my iPhone battery, I've downloaded a .#hipstamatic pack #sxsw edition.  {link}",Neutral emotion
"#sxsw   Tried 2 days with iPAD, w/o MacBook Pro.  the experiment is over. I heart a real keyboard.",Negative emotion
For any friends coming to Austin for SXSW: {link} #Austin #sxsw,Neutral emotion
Google (tries again) to launch a new social network called Circles: {link} #sxsw,Neutral emotion
Google (tries again) to launch a new social network called Circles: {link} #sxsw @mention #310409H2011,Negative emotion
Google (tries again) to launch a new social network called Circles: {link} #sxsw RT @mention @mention,Neutral emotion
"The #CNNGrill is celebrating #piday with pecan, apple and strawberry rhubarb pies. Let the circumferences begin! #SXSW #SXSWI",Neutral emotion
"&quot;Gearing up to make a splash, @mention to Launch &quot;Groupon or Living Social-type&quot; Rewards at #SXSW&quot; (@mention {link}",Neutral emotion
#Google Crisis Response has a site up w/ good info on Japanese earthquake/tsunami: {link} #SXSW #SXSWi,Positive emotion
#SXSW: Marissa Mayer keynote- 40% Of Google Maps Usage Is Mobile (And There Are 150 Million Mobile Users),Neutral emotion
"#SXSW: Marissa Mayer's favorite non-Google product: her Swiss watch, bought as intern 12 years ago. Brings that simplicity to Goog.",Neutral emotion
During Marissa Mayer's presentation at #SXSW they did  a demo of Google maps version 5.2 on mobile and it was pretty impressive.,Positive emotion
Google Marissa Mayer: mobile phone as a cursor of physical location - new version of map fast and more real life like   #sxsw,Neutral emotion
Even security guards in Austin enjoy iPad time. #SXSW (cc @mention {link},Positive emotion
"&quot;Clarity trumps density, tap quality trumps tap quantityÛ_&quot; recap of @mention iPad #sxsw talk {link}",Neutral emotion
"Our cab driver is well prepared for #sxsw - he's got a laptop, a Blackberry and iPhone by his dashboard.",Neutral emotion
Go to emarketer &amp; some Google PDF snooping for marketing stats. #SXSW #elevate,Neutral emotion
"Hiring marketers, designers, creatives, social media pros... Come see #Aquent booth 1415 #SXSW trade show. You might win iPad 2",Neutral emotion
Social marketing experts at #SXSW: Everyone has to face facts &amp; admit that Apple again showed everyone how marketing is done. #CNET,Positive emotion
Need a Workspace?  Book it from your #iPhone {link} @mention #app #SXSW #virtualoffice,Positive emotion
Thanks girl! RT @mention Congrats to @mention on winning the last @mention #iPad case for her boyfriend aw :) #SXSW #cbatsxsw,Positive emotion
Catch Charles Chen @mention SXSW &amp; ask him for a demo of ChromeOS &amp; Android access. Hint: He's wearing a Google Braille shirt. #sxsw,Neutral emotion
"On the Early #nerdbird to #SXSW - get @mention iPhone app. Share photos of airport people. Like people of Wal-Mart, but at airports!",Positive emotion
False alarm but could Google be blushing? RT @mention Google to Launch Major New Social Network Called Circles {link} #sxsw,Neutral emotion
False Alarm: Google Circles Not Coming NowÛÒand Probably Not Ever {link} more {link} #SXSW #SXSWi,Neutral emotion
False Alarm: Google Circles Not Coming NowÛÒand Probably Not Ever? - {link} #Google #Circles #Social #SXSW,Negative emotion
"False Alarm: Google Circles Not Coming Now, And Probably Not Ever {link} - so much for reports that it would unveil at #sxsw",Neutral emotion
"False Alarm: Google Circles Not Coming Now, And Probably Not Ever #sxsw {link}",Neutral emotion
"No. Confirmed RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Neutral emotion
Just informed you have to take your iPad out when you have a &quot;cluttered bag.&quot; Apparently X-Ray technology can't see through books. WTF #sxsw,Neutral emotion
"97% of farmers own mobile phone, 43% of those own a smartphone. Marketshare - BB - 33% 18%  Android, 10% iPhone. #mobilefarm #sxsw",Neutral emotion
I'm concerned about #Adobe; #Mint migrating #Flex to #HTML5 for #iOS and #Android mobile apps. #sxsw,Neutral emotion
iPad 2 turned into giant camera looks plain stupid #sxsw,Negative emotion
Cool Internet art: Google will eat itself. Google ads revenue used  to buy google stock. #sxsw,Positive emotion
#SXSW learning how Google is about to get all &quot;Contextual&quot; with our &quot;Discovery&quot;... (@mention Austin Convention Center) {link},Neutral emotion
Great Intro to #saveustechies #sxsw: VIDEO: the Surui Carbon Project from Google Earth Engine {link},Positive emotion
"#SxSW approaching &amp; so are our soft launch plans.#Android demo running,flyers printed and T-shirts packed for #Austin.",Neutral emotion
"&quot;Android users are not iPhone users. (They use the Options menu, and Contextual menu)&quot; ~@mention #sxsw",Neutral emotion
#sxsw Android users: we're proud of you.,Positive emotion
"Hearing from ex-Apple, ex-Pentagram industrial designer. Really cool perspective. #sxsw #gsdm",Neutral emotion
Hot Pot from Google for mobile maps is a 'very' interesting new app. #sxsw #sxswi,Positive emotion
Learned from sponsored #sxsw software: 1) Austin = nice walking city; 2) Mapquest = piece of shit mapping software. (go Google Maps!) #fb,Positive emotion
"Special promo for #sxsw attendees! {link} Meetchu, quick-contact capture LYKWXHPYTERH TT66H9TJN4YE RT6N79XP37FF TYP63MMAM7W3",Neutral emotion
#SXSW impromptu Apple store line is about 2 blocks long!  {link},Positive emotion
"Out of a room of 50+ people, only 1 other person than I makes accessible apps... And he works for Google Android #SXSW #donline",Neutral emotion
"miami horror, tacos and bloody marys. i'm there. https://sites.google.com/site/frontgatesxsw11/ #sxsw",Neutral emotion
"Find me around #sxsw today, grab a @mention slap bracelet and ask me how you can win an iPad 2 from @mention",Neutral emotion
driving around austin on google street view scoping out locations. from my desk. #sxsw,Positive emotion
Rumours around Google Circles have been proven to be untrue. There was no announcement at #SXSW in Austin Texas. There must be something!,Positive emotion
Playing around with the @mention #iPhone #app.  It's awesome.  Will be using it a lot at #SXSW,Positive emotion
Why is #GroupMe not available in Canada for iPhone users? #SXSW - Would love to check it out.,Negative emotion
@mention Route around traffic is saving Google Maps users 2 years everyday #sxsw,Positive emotion
Google's route around traffic function saves users 2 years EVERY DAY. Good for future? ÛÓ Marissa Mayer at #sxsw,Positive emotion
"#ACLU Approved? WT? RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Neutral emotion
Android growing super fast. At Lustre Pearl - Team Android party for @mention @mention @mention just walked in. #androidsxsw #sxsw,Positive emotion
Happily drowning in a sea of apple macs and monster energy drink #SXSW,Positive emotion
Got my morphie iphone case in time for #SXSW! Good news =  &gt;power  + &lt;anxiety. Bad news = barely fits in my hand.,Positive emotion
At the airport playing my fav game:  &quot;Are You Going to #SXSW?&quot; Wearing denim on denim? You're going.  Charging 3+ Apple products? You too.,Neutral emotion
"{link} harrymccracken: There are still iPad 2s to be had, at least at the #sxsw pop-up ... {link} @mention",Neutral emotion
"After hours in the #sxsw popup #apple store, a lone security guard enjoys the #ipad2 {link}",Neutral emotion
#SXSW goers wait for Apple #ipad2 in #Austin  {link} {link},Neutral emotion
#SXSW goers want to sell your iPad so you can buy a new one? Give me a shout. #iPad,Positive emotion
brace yourselves for the audio onslaught of #SXSW and enjoy this free music sampler from itunes: {link} #featuredartists,Neutral emotion
iPhone version of flipboard hopefully out this summer #sxflip #sxsw,Positive emotion
#SXSW #personalcloud Google 'create great design principles' for great tips,Positive emotion
SXSW: Foursquare updates its merchant platform with new ÛÏSpecialsÛ {link} #Android #FlashSpecial #free #iPhone #SXSW,Positive emotion
"On the first day of #SXSW, the #iPad2 launch stole a lot of the thunder. {link}",Positive emotion
Saw my first google maps street view car! #sxsw  {link},Neutral emotion
"As I understand, this is buzzing from #SXSW : group texting, groupme, iPad 2, Apple, Denis Crowley...More ?",Neutral emotion
@mention RT @mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},Positive emotion
"@mention RT @mention Come party down @mention &amp; Google tonight #sxsw: {link} Bands, food, art, interactive maps",Neutral emotion
@mention RT @mention Confirmed! Apple store 2 week popup in Austin for #SXSW Now with picture!  {link} {link},Positive emotion
@mention RT @mention Gary is starting a new show &quot;Daily Grape&quot; for #iPhone only @mention #thankyouecon #SXSWÛ,Neutral emotion
@mention RT @mention Head over to {link} by 1pm CST today to win VIP access to my acoustic solo set at #SXSW tonight,Neutral emotion
@mention RT @mention Heading to  #SXSW? The @mention Austin guide for #iPhone is free for a limited time {link},Neutral emotion
"@mention RT @mention Hoot! New Blog post: HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}",Neutral emotion
@mention RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch,Neutral emotion
@mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW  {link},Neutral emotion
@mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW (cont) {link},Neutral emotion
@mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored (cont) {link},Neutral emotion
@mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by ... {link},Neutral emotion
@mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by (cont) {link},Neutral emotion
@mention RT @mention Platform for Concertgoers Launches Android App in Time for SXSW - {link} #sxsw,Neutral emotion
@mention RT @mention Want a free juice pack air for iphone 4? At #SXSW? WeÛªll be giving away 5 at a 2b-announced location. Stay tuned!,Positive emotion
@mention RT @mention Who said you won't be able to get iPad 2 at #SXSW? Apple is opening pop-up store in Austin. {link},Neutral emotion
#BooYah! RT @mention @mention Just synced my #iPad2 and full of Apple joy #SXSW ;),Positive emotion
#BooYah! RT @mention &lt;---- Guess who won an iPad at the #unsix tweetup? Thanks to @mention &amp; @mention #sxsw #happydance,Positive emotion
#jealous RT @mention Line for Apple's iPad 2 popup store is already wrapping around the block. #SXSW  {link},Neutral emotion
"#SXSW ?? RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link}",Neutral emotion
Awesome! RT @mention #sxsw with @mention Come check out @mention and get your FREE custom iphone case @mention grill,Positive emotion
Awesome! RT @mention Apple's temporary megastore at #SXSW could be model for future conferences/events: {link},Positive emotion
Awesome! RT @mention Best thing I've heard this wknd #SXSW &quot;I gave my iPad 2 money to #Japan relief. Don't need an iPad 2.&quot; (@mention,Neutral emotion
Awesome! RT @mention Download 20+ FREE tracks from the #SXSW Music Sampler available on the @mention store today!  {link},Neutral emotion
Awesome! RT @mention Heading to Austin for #SXSW? The Austin LP guide for #iPhone is free for a limited time {link},Positive emotion
Awesome! RT @mention What happens when #Apple hires security at #SXSW #Austin  {link},Neutral emotion
Awesome! RT @mention Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw,Positive emotion
Fanbois. RT @mention Audioboo: The front of the Apple iPad 2 queue {link} #sxsw #sxswsa #apple #ipad2 #Austin #Texas,Neutral emotion
"How true RT @mention The only way you truly understand a material is by making things with it. Jonathan Ive , Apple VP Design #SXSW",Neutral emotion
"HUZZAH!  RT @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW. #umassjour",Neutral emotion
Niceness RT @mention Less than 2 hours until we announce the details on the iPad 2 giveaway! #SXSW #SXSWi,Positive emotion
Oh no... RT @mention CONFIRMED: New iPad 3 coming this September - {link} #Apple #iPhone #iPad #sxsw,Positive emotion
